audio_file,label,target,path
spoof_ai_211,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_211.wav
spoof_ai_127,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_127.wav
spoof_ai_259,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_259.wav
spoof_ai_130,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_130.wav
spoof_ai_223,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_223.wav
spoof_ai_322,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_322.wav
bonafide_human_361,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_361.wav
bonafide_human_031,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_031.wav
bonafide_human_261,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_261.wav
spoof_ai_238,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_238.wav
spoof_ai_347,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_347.wav
spoof_ai_171,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_171.wav
bonafide_human_216,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_216.wav
bonafide_human_079,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_079.wav
spoof_ai_179,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_179.wav
bonafide_human_384,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_384.wav
bonafide_human_040,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_040.wav
bonafide_human_024,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_024.wav
spoof_ai_293,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_293.wav
bonafide_human_399,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_399.wav
spoof_ai_397,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_397.wav
spoof_ai_342,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_342.wav
bonafide_human_140,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_140.wav
bonafide_human_251,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_251.wav
bonafide_human_175,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_175.wav
bonafide_human_324,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_324.wav
spoof_ai_196,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_196.wav
spoof_ai_126,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_126.wav
spoof_ai_024,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_024.wav
spoof_ai_197,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_197.wav
spoof_ai_205,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_205.wav
spoof_ai_135,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_135.wav
bonafide_human_266,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_266.wav
bonafide_human_110,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_110.wav
spoof_ai_267,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_267.wav
bonafide_human_295,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_295.wav
bonafide_human_337,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_337.wav
bonafide_human_369,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_369.wav
spoof_ai_047,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_047.wav
bonafide_human_334,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_334.wav
bonafide_human_199,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_199.wav
bonafide_human_169,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_169.wav
spoof_ai_082,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_082.wav
spoof_ai_324,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_324.wav
spoof_ai_256,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_256.wav
bonafide_human_307,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_307.wav
bonafide_human_232,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_232.wav
spoof_ai_023,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_023.wav
bonafide_human_050,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_050.wav
spoof_ai_388,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_388.wav
bonafide_human_358,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_358.wav
bonafide_human_087,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_087.wav
spoof_ai_146,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_146.wav
bonafide_human_193,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_193.wav
spoof_ai_396,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_396.wav
bonafide_human_034,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_034.wav
bonafide_human_032,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_032.wav
bonafide_human_200,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_200.wav
bonafide_human_366,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_366.wav
spoof_ai_087,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_087.wav
spoof_ai_195,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_195.wav
spoof_ai_169,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_169.wav
spoof_ai_029,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_029.wav
bonafide_human_138,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_138.wav
bonafide_human_073,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_073.wav
bonafide_human_078,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_078.wav
spoof_ai_113,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_113.wav
spoof_ai_384,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_384.wav
spoof_ai_387,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_387.wav
bonafide_human_276,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_276.wav
bonafide_human_362,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_362.wav
bonafide_human_097,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_097.wav
spoof_ai_242,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_242.wav
spoof_ai_316,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_316.wav
bonafide_human_282,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_282.wav
bonafide_human_394,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_394.wav
spoof_ai_229,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_229.wav
spoof_ai_209,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_209.wav
spoof_ai_306,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_306.wav
spoof_ai_355,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_355.wav
bonafide_human_055,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_055.wav
spoof_ai_351,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_351.wav
bonafide_human_156,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_156.wav
spoof_ai_033,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_033.wav
bonafide_human_098,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_098.wav
bonafide_human_121,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_121.wav
bonafide_human_077,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_077.wav
bonafide_human_205,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_205.wav
bonafide_human_353,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_353.wav
spoof_ai_365,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_365.wav
bonafide_human_209,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_209.wav
bonafide_human_368,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_368.wav
spoof_ai_026,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_026.wav
spoof_ai_116,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_116.wav
bonafide_human_085,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_085.wav
bonafide_human_011,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_011.wav
spoof_ai_321,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_321.wav
bonafide_human_111,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_111.wav
spoof_ai_122,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_122.wav
spoof_ai_378,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_378.wav
bonafide_human_210,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_210.wav
bonafide_human_236,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_236.wav
bonafide_human_317,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_317.wav
bonafide_human_389,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_389.wav
bonafide_human_119,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_119.wav
spoof_ai_320,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_320.wav
bonafide_human_211,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_211.wav
bonafide_human_255,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_255.wav
spoof_ai_192,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_192.wav
bonafide_human_030,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_030.wav
bonafide_human_267,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_267.wav
spoof_ai_257,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_257.wav
spoof_ai_263,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_263.wav
bonafide_human_297,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_297.wav
bonafide_human_082,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_082.wav
spoof_ai_289,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_289.wav
bonafide_human_303,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_303.wav
spoof_ai_107,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_107.wav
spoof_ai_359,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_359.wav
bonafide_human_315,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_315.wav
spoof_ai_245,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_245.wav
spoof_ai_010,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_010.wav
bonafide_human_212,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_212.wav
spoof_ai_133,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_133.wav
spoof_ai_084,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_084.wav
bonafide_human_219,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_219.wav
bonafide_human_008,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_008.wav
spoof_ai_065,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_065.wav
bonafide_human_102,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_102.wav
bonafide_human_327,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_327.wav
spoof_ai_253,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_253.wav
spoof_ai_138,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_138.wav
spoof_ai_241,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_241.wav
bonafide_human_003,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_003.wav
spoof_ai_339,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_339.wav
spoof_ai_377,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_377.wav
spoof_ai_120,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_120.wav
spoof_ai_190,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_190.wav
spoof_ai_399,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_399.wav
spoof_ai_345,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_345.wav
spoof_ai_114,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_114.wav
spoof_ai_271,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_271.wav
bonafide_human_265,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_265.wav
spoof_ai_216,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_216.wav
bonafide_human_330,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_330.wav
bonafide_human_343,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_343.wav
bonafide_human_395,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_395.wav
bonafide_human_080,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_080.wav
bonafide_human_149,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_149.wav
bonafide_human_351,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_351.wav
bonafide_human_383,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_383.wav
spoof_ai_041,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_041.wav
bonafide_human_310,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_310.wav
spoof_ai_308,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_308.wav
bonafide_human_134,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_134.wav
bonafide_human_382,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_382.wav
bonafide_human_214,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_214.wav
spoof_ai_260,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_260.wav
bonafide_human_056,bonafide,0,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\bonafide_human_056.wav
spoof_ai_337,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_337.wav
spoof_ai_221,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_221.wav
spoof_ai_183,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_183.wav
spoof_ai_274,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_274.wav
spoof_ai_128,spoof,1,C:\Users\jayde\OneDrive\Attachments\Documents\Desktop\Projects\ASVspoof\data\sample_audio\spoof_ai_128.wav
